職缺內容,公司名稱,內容,地址,薪資,網址
UI/UX Designer,創順科技有限公司,"工作職責：

基本個人特質要求
* 能夠與人協作溝通，並且有條理的闡述設計思維，能夠包容各種反饋。
* 對於迭代出產品設計有其方法和彈性，能夠視產品規模大小及開發時程規劃合理的設計方向，不限於自行設計或是開源的設計規範。
* 具備熱情持續完善改進產品的設計品質與使用體驗，提升各產品在用戶體驗上的競爭力。

UIUX
* 能夠熟稔的透過 Wireframe 、Mockup 等方式溝通設計理念
* 能夠針對互聯網產品用戶市場定位出合理的視覺方向
* 能夠有系統的制定產品設計Guideline，並迭代設計出產品相關延伸設計 UI 頁面
* 能夠合理分析產品數據，並作出合理的互聯網產品用戶體驗優化


任職要求:
* 有實際互聯網產品設計經驗，不限於 Web 或 App。
* 對於團隊設計協作工具 Figma 具備基礎以上的知識水平
* 思維開放，對設計趨勢敏感。

加分項
*熟悉 Material Design、Element UI 等等開源設計規範
",台北市內湖區,"月薪50,000~80,000元",//www.104.com.tw/job/5qe6w?jobsource=hotjob_chr
電動自行車雲端應用工程師,光聯輕電股份有限公司,"1. 電動自行車「網路/雲端應用/生產測試/售服」等軟體開發、維護、或委外開發。
2. 將 雲端運算、物聯網、等技術應用於電動自行車之 PC, Smartphone, Web-based 等「研發、產測、診斷、客服」 各層面應用
3. 熟悉 JavaScript, Python, IoT, APP(Android, iOS), 或具 Cloud Computing, 雲端平台(AWS/Azure) Serverless, 藍牙(Nordic Bluetooth), BLE 等專案經驗者優先 
** 本職務需：程式設計開發經驗
** 須能騎乘(電動)自行車，自行車愛好者優先考慮。
** 有車用電子、電動車、電動機車、電動自行車、電動輔助自行車、綠能產業等開發經驗者尤佳。",新北市土城區,"月薪30,000~70,000元",//www.104.com.tw/job/7al1r?jobsource=hotjob_chr
【建設】資訊企劃副理/科長,遠雄建設事業股份有限公司,"1. 熟悉SQL、Python、R、SPSS工具。 
2. 具備統計分析能力，包括熟悉Multivariable calculus與Linear algebra。 
3. 熟悉Machine Learning，包含KNN、SVM、Clustering、Bayesian Networks、 Ensemble...。 
4. 具備Data Visualization & communication能力。 
5. 熟悉資料庫管理，包含備份、還原、優化、權限等。 
6. 數據研究報告撰寫及進行統計與分析，開發資料視覺化圖表。
7. 對學習新技術具有熱情，具備良好的溝通及團隊合作能力。 
8. 熟悉AWS、Azure、GCP等雲端平台及相關項目。 
9. 具備3年以上資料分析相關工作經驗。",台北市信義區,待遇面議,//www.104.com.tw/job/7cqxc?jobsource=hotjob_chr
【軟體】Data Scientist 數據分析師,香港商聲吶天空資訊顧問有限公司,"(1) 大學及以上學歷，Solid expertise in statistics and data analytics, and familar with Python visualization/Tableau or similar tools
(2) 熟悉數據庫SQL語法經驗及軟件架構優化經驗者優先
(3) 有手機業務分析優先考慮
(4) 獨立學習能力，團隊合作溝通能力、有上進心，責任感強，能快速融入團隊，共同學習，共同進步",台北市南港區,待遇面議,//www.104.com.tw/job/7ajry?jobsource=hotjob_chr
電動自行車產測軟體工程師,光聯輕電股份有限公司,"1. 電動自行車「網路/生產測試/售服」等軟體開發、維護、或委外開發。
2. 將 雲端運算、物聯網、等技術應用於電動自行車之「研發、產測、診斷、客服」 等各層面應用 (含PC, Smartphone, Web-based)
3. 熟悉 Visual Studio(C#), JavaScript, Python, IoT, APP(Android, iOS), 或具 Cloud Computing, 雲端平台(AWS/Azure) Serverless 等專案經驗者優先 
** 本職務需：程式設計開發經驗
** 須能騎乘(電動)自行車，自行車愛好者優先考慮。
** 有車用電子、電動車、電動機車、電動自行車、電動輔助自行車、綠能產業等開發經驗者尤佳。",新北市土城區,"月薪30,000~70,000元",//www.104.com.tw/job/7chgf?jobsource=hotjob_chr
資深後端⼯程師 / Senior Backend Engineer,恒遠科技有限公司,"★應徵投遞請連結至：https://hengyuan.teamdoor.io/s/hPiAnHmM


⼯作職責：
1.負責PC及移動端H5產品的設計與開發
2.參與需求分析，後端技術類型和⽅案評審及核⼼程式實現

條件要求：
1.至少有5年以上後端開發經驗
2.良好的設計和程式習慣，扎實的後端技術基礎
3.至少精通一項開發程式語言及相應框架，例如：Java、Golang、PHP、Python
4.有使用redis和nginx的實務經驗
5.至少有參與過一項app開發經驗
",台北市大安區,"月薪90,000元以上",//www.104.com.tw/job/7cgky?jobsource=hotjob_chr
軟體技術主管,恒遠科技有限公司,"★應徵投遞請連結至：https://hengyuan.teamdoor.io/s/wg4Eek0l


此職位前期開發佔80%+管理20%，後期比重為開發佔60%+管理40%。

⼯作職責： 
1.帶領技術團隊進⾏專案開發⼯作 
2.保證開發進度、服務穩定以及團隊協作 
3.提前規劃技術⽅案、安全⽅案以及技術調研 
4.保證技術團隊的⼯作效率以及員⼯的⼯作狀態 
5.組織技術會議、code review以及其他交流會議 

條件要求：
1.至少有6年以上開發經驗，⾼超的技術開發能⼒，至少精通一項開發程式語言及相應框架(Java、Golang、PHP、Python）。
2.良好的技術思維，對於專案全域性、進展度有良好的判斷與把控能⼒ 
3.至少有⼀個專案的Leader經驗，對於團隊管理有⼀定經驗 
4.有責任意識，能夠帶領團隊攻艱困難，也能夠⽤⼾承擔責任
5.有百萬日活產品開發經驗是加分項
6.熟悉redis和nginx，有一定的運維經驗是加分項
7.至少有參與過一項app開發經驗",台北市大安區,待遇面議,//www.104.com.tw/job/7be63?jobsource=hotjob_chr
Python Backend Developer,台灣恩悌悌數據股份有限公司,"1.進行Python後端程式開發/維護
2.撰寫SA/SD文件
3.視專案需求，協助參與專案執行
",台北市中正區,待遇面議,//www.104.com.tw/job/73gvl?jobsource=jolist_c_relevance
Senior Web Developer (Python),仰得股份有限公司,"1. 三年以上 Python 開發經驗

2. 熟悉 MVP 網頁開發，基本 Django 開發經驗

3. OOP 程式開發

4. 熟悉雲端架構 AWS & GCP

5. 熟悉雲端資料庫應用（NoSQL）

6. 團隊合作開發經驗（Git-",台北市松山區,"月薪75,000~95,000元",//www.104.com.tw/job/79ynk?jobsource=jolist_c_relevance
Python 軟體工程師 Python Software Engineer,百睿達有限公司,"的手搖飲文化推廣到全世界，晉身全球知名的飲品服務公司。

團隊擁有堅強的技術實力以及創新產品開發經驗，並將矽谷經驗傳承。身為Python軟體工程師，您將會協助智慧自動化設備的生產作業協助，從prototype到產品正式開模量產，在這裏您會看到矽谷一",台北市中正區,"月薪60,000~80,000元",//www.104.com.tw/job/7b5pb?jobsource=jolist_c_relevance
Python Web Developer,StreetVoice _街聲股份有限公司,"開發派歌網站系統，主要針對音樂人以及業務管理端的使用者介面、流程進行開發及修改，持續優化。工作上使用 Python / Django 以及 jQuery。 除了上述開發以外，其他工作內容如下:

能力需求：

需求及功能分析
與其他同事互相進行",台北市松山區,"月薪40,000~60,000元",//www.104.com.tw/job/7982k?jobsource=jolist_c_relevance
Python工程師,烽泰科技有限公司,"1. 了解公司業務與報表內容
2. 資料處理及資料庫管理
3. 維護及優化現有資料庫及報表",台北市大同區,待遇面議,//www.104.com.tw/job/7cmyo?jobsource=jolist_c_relevance
軟體應用工程師 C# or Python (FAE),和瑞科技股份有限公司,"在台灣北中南部出差
  3. 配合專案需求, 需短期出差中國及東南亞
  4. on board後建議備車，公司有相關津貼補助

【技術需求】

  1. (MUST) 有C# 或 Python程式開發能力或專案開發經驗，或有其他程式語言相關經驗",新竹縣竹北市,待遇面議,//www.104.com.tw/job/5esa0?jobsource=jolist_c_relevance
Python Data Engineer,現觀科技股份有限公司,"

Qualifications 
- Team player
- Familiar with Linux
- Good implementation skills with Python (multiprocessing, pandas, numpy",台北市中山區,待遇面議,//www.104.com.tw/job/7bdr9?jobsource=jolist_c_relevance
Python 工程師,固特斯股份有限公司,"熟悉 Python 程式語言
對於mySQL NOSQL有基本的認知
熟悉 Linux作業系統
熟悉網路架構為佳
後端API接口的設計、開發和維護
維護Linux後台系統

對於學習新東西有熱誠, 
",台中市西區,"月薪35,000~55,000元",//www.104.com.tw/job/6ii07?jobsource=jolist_c_relevance
Python Engineer,瞬聯科技股份有限公司,"Responsibilities & Qualifications:
* Solid Python program experience including object oriented programming
* Familiar with",台北市大安區,待遇面議,//www.104.com.tw/job/7aboj?jobsource=jolist_c_relevance
Python Backend Engineer,禾向數位科技有限公司,"1. 負責搭建和持續改進項目平台
2. 負責數據分析平台開發與優化
3. 持續提升團隊工程效率，探索符合團隊特色的工作流

必備條件(含技術工具、語言及工作經歷)：
- 資訊相關科系大學以上學歷、至少1年的後端Web開發經驗
- 熟悉Python",台北市內湖區,"月薪40,000~80,000元",//www.104.com.tw/job/71i7c?jobsource=jolist_c_relevance
Python工程師,米約科技有限公司,"1.熟悉數據結構和演算法
2.熟悉 Python 編程語言， 有大型項目架構經驗優先
3.熟悉至少一種關係型數據庫 MySQL， PostgreSQL
4.熟悉至少一樣web框架， tornado/sanic/flask/Django, 並能掌握",台北市中山區,待遇面議,//www.104.com.tw/job/6zey2?jobsource=jolist_c_relevance
Python 後端工程師,創奕能源科技股份有限公司,"1. 負責平台後端開發、維護及優化 
2. 負責平台與第三方服務之串接 
3. 熟悉RESTful API使用 
4. 具備Python使用經驗 
5. 具備MySQL使用經驗 
6. 具備Git/Gitflow操作，包含branch、",桃園市中壢區,待遇面議,//www.104.com.tw/job/718o5?jobsource=jolist_c_relevance
Python工程師,愛恩科技股份有限公司," Learning 等演算法
•         熟悉 Linux、Git、Python與 SQL
•         有資料前處理的能力
",新北市汐止區,"月薪40,000元以上",//www.104.com.tw/job/7c3ft?jobsource=jolist_c_relevance
Software Engineer(Python),臺灣發展軟體科技股份有限公司," to have:
    1. 熟悉 Python 語言
    2. 熟悉演算法
    3. 良好軟體設計、開發與重構能力
    4. 具團隊合作精神
    5. 熟悉 git
    6. 1年以上產業工作經驗

Good to",台北市內湖區,"月薪65,000~80,000元",//www.104.com.tw/job/76e5f?jobsource=jolist_c_relevance
Python Developer,文境資科股份有限公司,"1. 協助完善自然語言處理框架
2. 協助建置自然語言處理各功能的的自動化測試(未來預計導入CI／CD流程)
3. 協助將組內的研究團隊成果加入公司的自然語言處理框架
4. 協助與合作夥伴的產品整合規劃",台北市大安區,"月薪35,000元以上",//www.104.com.tw/job/6x67u?jobsource=jolist_c_relevance
Python -工程師,汎神國際有限公司,"


● 處理資料爬蟲、排序和處理

● 根據業務需求規劃資料庫，優化資料表結構

● 做工廠相關，物料追蹤平台





",台北市大安區,待遇面議,//www.104.com.tw/job/765lj?jobsource=jolist_c_relevance
【IT】3D軟體開發工程師(C++、Python),裕榮昌科技股份有限公司台中分公司,"**資訊團隊擴編，邀請優秀IT同仁加入，成為推動裕榮昌數位化的核心夥伴！**
**歡迎具備一年以上C++或Python實務經驗者應徵，入職後會安排技術相關培訓**

1. 3D軟體外掛開發
2. Unity應用程式開發
3. 3D軟體之使用者訪談",台中市太平區,待遇面議,//www.104.com.tw/job/72puc?jobsource=jolist_c_relevance
Python工程師,雋上科技有限公司,"1. 維護資料爬蟲
2. 網頁後台開發
3. 跨系統資料串接(ETL)
4. 系統自動化測試",台中市南屯區,"月薪40,000~50,000元",//www.104.com.tw/job/5gd1u?jobsource=jolist_c_relevance
Python程式設計師,麟數據科技股份有限公司,"--------------- 職責要求 ---------------
1. Social系列產品/後端系統開發與維護。
2. Python程式研發及維護。
3. 負責產品系統分析與系統架構設計。
4. 執行客製專案並能獨立作業上線。
5. 撰",台北市大安區,待遇面議,//www.104.com.tw/job/6uj6n?jobsource=jolist_c_relevance
Python工程師,緯德科技股份有限公司 (TechLink Corporation),"- 熟悉Python語言撰寫實務經驗1年以上。
- 可獨立或與團隊合作，工作態度積極、負責，能配合公司規定。
- 依不同經驗及能力來負責系統之分析(SA)、設計(SD)以及程式撰寫(PG)。
- 配合公司專案需求至客戶端駐點服務。",台北市松山區,待遇面議,//www.104.com.tw/job/695ve?jobsource=jolist_c_relevance
Python Engineer_CM,技嘉科技股份有限公司,"適應軟體在不同的硬體上
6. 相關技術文件撰寫

職務需求
- 曾使用過 git 的經驗
- 熟悉 Python，曾用 python 寫過專案
- 了解 machine learning 的基礎概念
- 可獨立或與團隊合作，工作態度積極、負責

加",新北市新店區,待遇面議,//www.104.com.tw/job/76ez9?jobsource=jolist_c_relevance
Python 工程師,台灣宸運雲端有限公司,"工作內容：
- Python 監控與維運系統開發/DevOps。

職務要求： 
- Python 實務開發經驗。
- 熟悉 JSON 、RESTful Web Services。
- 具有 Git 版本控制相關知識。
- 熟悉 Linux 基本",台中市西屯區,"月薪35,000~65,000元",//www.104.com.tw/job/6guen?jobsource=jolist_c_relevance
Python Senior Engineer 線上面試,Big Go_樂方股份有限公司,"BigGo - Python 資深程式設計師 高雄 / 台北 
BigGo是全球第一間跨境的商品搜尋引擎，是台灣與泰國最大的比價服務網站。我們正在為全球市場招募Python 工程師。
BigGo 用了數十種不同的程式語言再各種地方，但是最重要的就",高雄市鼓山區,"月薪50,000~80,000元",//www.104.com.tw/job/70972?jobsource=jolist_c_relevance
資深Python工程師,米約科技有限公司,"工作內容
1. 系統開發與維護
2. 監控資料庫效能，適時針對 SQL語法效能優化
3. 產品需求評估，參與專案執行
4. 第三方API整合、API開發
5. 規劃執行數據備援、修補計畫
6. 開發文件落實",台北市中山區,待遇面議,//www.104.com.tw/job/7469r?jobsource=jolist_c_relevance
Python全端工程師,宏佳騰動力科技股份有限公司,"擅長工具】
1.Python(Flask)
2.JavaScript
3.HTML
4.jQuery

【其他能力需求】
1.熟悉SQL、NoSQL資料庫
2.有RESTful API 設計及實作經驗
3.熟悉 Git 

【加分項目】
1.熟悉",新北市板橋區,待遇面議,//www.104.com.tw/job/6s9aa?jobsource=jolist_c_relevance
python工程師,大拇哥證券投資顧問股份有限公司,"1、主要基於.Net B/S框架開發，維護公司内部系統

2、配合其他團隊進行金融大數據分析/處理，報表開發等

3、日常運維管理

4、主管交辦的其他工作
",台北市大安區,"年薪600,000~1,200,000元",//www.104.com.tw/job/7btly?jobsource=jolist_c_relevance
Python 軟體工程師 - 初階,台灣競遊智慧網路有限公司,"主要工作內容

- 撰寫技術文件。
- 撰寫測試程式。
- 負責資料清洗。
- 建立資料標籤。
- 每日更新資料。

其他職務相關要求

- 需配合團隊需求開發程式。
- 程式撰寫習慣良好， 具自主測試及除錯能力。
- 懂得使用 git 做版本控管。
- 了解物件導向概念

程式開發相關經驗一年以上。",台北市中山區,"月薪38,000元以上",//www.104.com.tw/job/7395f?jobsource=jolist_c_relevance
Python Software Engineer,保誠人壽保險股份有限公司_總公司,We are looking for a Python Developer to join our application team and help us develop and maintain various system. We are,台北市信義區,待遇面議,//www.104.com.tw/job/7ceaz?jobsource=jolist_c_relevance
python後端工程師,金富達科技股份有限公司,"API撰寫及維護

[需求]python經驗至少一年

熟悉下列者佳

1.Redis
2.mysql
3.MongoDB
",台中市北屯區,"月薪28,000~50,000元",//www.104.com.tw/job/7632k?jobsource=jolist_c_relevance
Python Engineer (Junior),瞬聯科技股份有限公司,"We are seeking an experienced software engineer to work with our development team & US clients. You will be directly working with cross-country elite engineers in the world. Also, you will be joining the Test System team that is responsible for the development, design, diagnose and troubleshooting, and bug fixing software modules to improve product performance and stability.",台北市大安區,待遇面議,//www.104.com.tw/job/744ew?jobsource=jolist_c_relevance
Python 全端工程師 (初階),奔騰網路科技股份有限公司,"職責:
* 修改、優化前端 HTML/CSS/JavaScript
* 利用 Python 實作後端網站

必備需求
* 一年以上任何後端程式語言 (Python/Node.js/PHP/Java/Golang) 經驗
* 撰寫 Python/",台北市中正區,"月薪45,000元以上",//www.104.com.tw/job/784yx?jobsource=jolist_c_relevance
後端工程師 (Python),博弘雲端科技股份有限公司," 基本指令使用
* 使用 Git 版控
* 具備 Python 1年以上的開發經驗
* 曾使用過MySQL, MongoDB, Redis
* 對雲端服務(AWS、Azure、GCP…) 有一定了解尤佳

【加分條件】
* 除Python外的第二種",台北市中山區,待遇面議,//www.104.com.tw/job/7b26m?jobsource=jolist_c_relevance
Python工程師(可遠端工作),博思資訊管理顧問有限公司,"[基本需求]
1. 具備以下技能:
- 熟悉Python
- 有使用Python 開發 web flask 的經驗
2. 2~3年以上使用Python的經驗
3. 需與德國同事合作開發，因此要具備優良的英語溝通能力



請提供英文履歷表供主管參",高雄市鼓山區,"月薪60,000~90,000元",//www.104.com.tw/job/78f5b?jobsource=jolist_c_relevance
python 後端工程師,艾爾默科技有限公司,"1 熟悉 python
2 熟 http web service
3 具 restful API 經驗
4 負責後端程式及API程式開發
5 具資料庫程式經驗(mysql, redis等)
6 後端以golang為主，不熟悉可進公司再學",台北市中山區,"月薪40,000~65,000元",//www.104.com.tw/job/77ylg?jobsource=jolist_c_relevance
Python 資料科學工程師 - 初階,台灣競遊智慧網路有限公司,"1. 需熟悉以下項目

- Python 編程語言。
- 數據結構和演算法。
- 資料分析 (領域資料洞悉、特徵選擇、資料前處理等)。 
- 使用 Git 控管程式版本。
- 熟悉 Pandas/Scikit Learn 等機器學習模組。

2.",台北市中山區,"月薪40,000元以上",//www.104.com.tw/job/73aau?jobsource=jolist_c_relevance
量測軟體開發工程師 (Python or C# or LABVIEW),和瑞科技股份有限公司,"
    - 產品技術諮詢服務
    - 產品疑難問題排除
    - 產品安裝及教育訓練

【技術需求】

  1. (MUST) 良好的Python or C# or LABVIEW程式開發能力
  2. (MUST) 對程式開發具備⾼度興趣",新竹縣竹北市,"月薪55,000~80,000元",//www.104.com.tw/job/6yx79?jobsource=jolist_c_relevance
Sr. Back-end Developer 資深後端工程師 (Python),巡辰股份有限公司," Trouble Shooting
■ 熟悉 Linux, Unix 或其他類似系統 (Ubuntu, Solar, FreeBSD etc)
■ 熟悉 Python 及其他語言

加分項
■ 學習力強，能夠快速應用未使用過的技術
■ AWS 或 Azure",台北市中正區,"年薪750,000~1,200,000元",//www.104.com.tw/job/7cgjs?jobsource=jolist_c_relevance
Python後端工程師(台中總部),誠雲科技股份有限公司,"- 熟悉 Python
- 熟悉 Web 程式開發
- 具Linux主機維護經驗佳
- 有api server開發經驗佳
其它條件 
1. 網路應用程式開發有極大熱忱
2. 思路清晰，有良好溝通協調能力
3. 積極、認真與負責，喜好",台中市西屯區,"月薪26,000~45,000元",//www.104.com.tw/job/4cifp?jobsource=jolist_c_relevance
python程式開發工程師(新竹),友宏整合行銷有限公司,"1、具Python爬蟲、自動化程式開發能力
2、熟linux作業系統
3、有深度學習模型建立經驗佳
",新竹市,"月薪35,000元以上",//www.104.com.tw/job/6kw07?jobsource=jolist_c_relevance
Python Engineer (工作地點：新店/板橋),印度商威普羅股份有限公司台灣分公司," such as: Python, JavaScript, or Go.  HTML,  C/C++, C#, Java, Objective C,
4. Experience in the field of software engineering,",新北市新店區,待遇面議,//www.104.com.tw/job/6zocc?jobsource=jolist_c_relevance
後端工程師(Python),台灣幣蜂數位有限公司,"職務描述
1、用Python架構、設計、實現產品的後端
2、數據驅動，不斷通過產品和技術數據進行改進，並完成快速迭代
3、與QA合作進行測試、改進和問題修復工作

希望您是
1、本科及以上學歷，計算機或相關專業
2、熟悉掌握至少一門編程語言，如",台北市內湖區,"月薪60,000~85,000元",//www.104.com.tw/job/7aecq?jobsource=jolist_b_relevance
Python工程師,博賢智能科技有限公司,"工作內容:
• 負責對系統進行算法優化，從數據處理、模型結構設計及訓練腳本編寫，並執行訓練及調參。

技能要求：
1. 具電腦相關學位；
2. 熟悉python及常用模組；
3. 理解機器學習方法的優缺點和適用領域，有採用機器學習方法解決實際問題",澳門特別行政區,待遇面議,//www.104.com.tw/job/77m2i?jobsource=jolist_b_relevance
Python 全端工程師 (初階),奔騰網路科技股份有限公司,"職責:
* 修改、優化前端 HTML/CSS/JavaScript
* 利用 Python 實作後端網站

必備需求
* 一年以上任何後端程式語言 (Python/Node.js/PHP/Java/Golang) 經驗
* 撰寫 Python/",台北市中正區,"月薪45,000元以上",//www.104.com.tw/job/784yx?jobsource=jolist_b_relevance
Python 後端工程師,莫比無限科技股份有限公司,"Rust，Python, Golang。我們的前端技術用 Vue.js，Swift，Kotlin。

這份工作你會參與到：
1. 區塊鏈錢包開發
2. 共識機制的設計與實作
3. 區塊鏈網路拓撲設計
4. 在這個過程中可能會需要用到不同類型的語言達成",新北市新店區,"月薪60,000元以上",//www.104.com.tw/job/7azfj?jobsource=jolist_b_relevance
Python 後端工程師 (歡迎應屆畢業生),大慶證券股份有限公司_總管理處,路金融科技正在以令人難以想像的速度改變世界。在這樣的大背景下，科技能力也是亞洲價值資本一直以來著力投資建設的核心競爭力之一。我們希望藉由金融科技的力量與客戶建立深度互信的合作關係，同時將正確的理財知識和觀念散播給更多的人。Python 後端工程師將,台北市中山區,待遇面議,//www.104.com.tw/job/7bu9e?jobsource=jolist_b_relevance
python程式開發工程師(台北),友宏整合行銷有限公司,"1、具Python爬蟲、自動化程式開發能力
2、熟linux作業系統
3、有深度學習模型建立經驗佳
",台北市南港區,"月薪35,000元以上",//www.104.com.tw/job/72tds?jobsource=jolist_b_relevance
Full-Stack Developer_Java & Python,雲端互動股份有限公司," Java & 20% Python

[Requirements]
- Have good communication skills and technical skills to support different projects.
-  5+",台北市大安區,待遇面議,//www.104.com.tw/job/7cqlh?jobsource=jolist_b_relevance
(Big Data Team) Senior Python Data Engineer,伊諾科技有限公司,"1.Design, develop, and maintain Big Data related projects including EDW system and ETL pipeline for data access, collection, processing and storage.
2.Manage deployment of the Big Data Infrastructure and services on AWS.
3.Dedicate to Big Data and Machine Learning Platform using Apache Spark and related technologies.
4.Investigate, survey and evaluate various state-of-the-art technologies.
5.Introduce new technologies and tackle the derived problems.
6.Implement and popularize excellent software development processes and best practices.",台北市內湖區,待遇面議,//www.104.com.tw/job/6qwx5?jobsource=jolist_b_relevance
Android QA Python測試工程師(資工系應畢),台灣愛渠西來技術股份有限公司," Programming language: Python or Java
",新北市板橋區,"年薪650,000~1,000,000元",//www.104.com.tw/job/7aj5q?jobsource=jolist_b_relevance
